subject_id,stimulus,stimulus_voice,face shown,stimulus_face,subject_response,actual_sentence,subject_response_unfixed
8kbhdjcwnm,assets/list1/sounds/49.wav,indian,assets/list1/pictures/whitelady3.png,white,it didn't seem amusing to him,the policemen know the way,it didn't seem amusing to him
8kbhdjcwnm,assets/list1/sounds/44.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,we are near the sea,rain is good for trees,we are near the sea
8kbhdjcwnm,assets/list1/sounds/41.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the house had nine bedrooms,the house had nine bedrooms,the house had nine bedrooms
8kbhdjcwnm,assets/list1/sounds/75.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the shirts are in the closet,the shirts are in the closet,the shirts are in the closet
8kbhdjcwnm,assets/list1/sounds/13.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the family likes fish,the family likes fish,the family likes fish
8kbhdjcwnm,assets/list1/sounds/27.wav,british,assets/list1/pictures/whitelady3.png,white,mother read the instructions,mother read the instructions,mother read the instructions
8kbhdjcwnm,assets/list1/sounds/67.wav,american,assets/list1/pictures/whitelady1.png,white,the broom was in the corner,the broom was in the corner,the broom was in the corner
8kbhdjcwnm,assets/list1/sounds/11.wav,american,assets/list1/pictures/whitelady1.png,white,the paint dripped on the ground,the paint dripped on the ground,the paint dripped on the ground
8kbhdjcwnm,assets/list1/sounds/113.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the apple was really good,the apple pie is good,the apple was really good
8kbhdjcwnm,assets/list1/sounds/68.wav,american,assets/list1/pictures/whitelady3.png,white,the new road is on the map,the new road is on the map,the new road is on the map
8kbhdjcwnm,assets/list1/sounds/114.wav,indian,assets/list1/pictures/whitelady1.png,white,the jam jar was full,the jelly jar was full,the jam jar was full
8kbhdjcwnm,assets/list1/sounds/52.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,a lollypop is good,a towel is near the sink,a lollypop is good
8kbhdjcwnm,assets/list1/sounds/1.wav,american,assets/list1/pictures/whitelady1.png,white,a boy fell from the window,a boy fell from the window,a boy fell from the window
8kbhdjcwnm,assets/list1/sounds/115.wav,indian,assets/list1/pictures/whitelady3.png,white,the girl is washing her hair,the girl is washing her hair,the girl is washing her hair
8kbhdjcwnm,assets/list1/sounds/55.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the dad is helping his son,the janitor swept the floor,the dad is helping his son
8kbhdjcwnm,assets/list1/sounds/39.wav,british,assets/list1/pictures/whitelady3.png,white,milk comes in a carton,milk comes in a carton,milk comes in a carton
9l3ch0loub,assets/list1/sounds/34.wav,british,assets/list1/pictures/whitelady1.png,white,she cut the stake with a knife,she cut the steak with her knife,She cut the stake with a knife
9l3ch0loub,assets/list1/sounds/27.wav,british,assets/list1/pictures/whitelady1.png,white,mother read instructions,mother read the instructions,Mother read instructions
9l3ch0loub,assets/list1/sounds/86.wav,british,assets/list1/pictures/whitelady3.png,white,the students helped the teacher,the children helped their teacher,The students helped the teacher
9l3ch0loub,assets/list1/sounds/59.wav,indian,assets/list1/pictures/whitelady3.png,white,buidlings,the man is painting a sign,Buidlings
9l3ch0loub,assets/list1/sounds/72.wav,american,assets/list1/pictures/southasianlady1.png,south asian,he toot them outside,they took some food outside,He toot them outside
9l3ch0loub,assets/list1/sounds/67.wav,american,assets/list1/pictures/whitelady3.png,white,the broom was in the corner,the broom was in the corner,The broom was in the corner
9l3ch0loub,assets/list1/sounds/103.wav,indian,assets/list1/pictures/whitelady1.png,white,the boy ran away from school,the boy ran away from school,The boy ran away from school
9l3ch0loub,assets/list1/sounds/91.wav,british,assets/list1/pictures/southasianlady1.png,south asian,they are running,they're running past the house,They are running
9l3ch0loub,assets/list1/sounds/29.wav,british,assets/list1/pictures/whitelady1.png,white,father forgot the bread,father forgot the bread,Father forgot the bread
9l3ch0loub,assets/list1/sounds/96.wav,british,assets/list1/pictures/southasianlady1.png,south asian,have new eye,the baby has blue eyes,Have new eye
9l3ch0loub,assets/list1/sounds/26.wav,british,assets/list1/pictures/southasianlady1.png,south asian,it's time to go to bed,it's time to go to bed,It's time to go to bed
9l3ch0loub,assets/list1/sounds/62.wav,american,assets/list1/pictures/whitelady1.png,white,he found his brother hiding,they found his brother hiding,He found his brother hiding
9l3ch0loub,assets/list1/sounds/39.wav,british,assets/list1/pictures/southasianlady1.png,south asian,comes in a cabin,milk comes in a carton,Comes in a cabin
9l3ch0loub,assets/list1/sounds/50.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,stay,the buckets fill up quickly,Stay
9l3ch0loub,assets/list1/sounds/87.wav,british,assets/list1/pictures/southasianlady1.png,south asian,some struggling man,they carried some shopping bags,Some struggling man
9l3ch0loub,assets/list1/sounds/38.wav,british,assets/list1/pictures/whitelady3.png,white,they had two empty bottles,they had two empty bottles,They had two empty bottles
9l3ch0loub,assets/list1/sounds/102.wav,indian,assets/list1/pictures/whitelady1.png,white,hit the goal post,the football hit the goalpost,Hit the goal post
9l3ch0loub,assets/list1/sounds/24.wav,british,assets/list1/pictures/whitelady1.png,white,her coat is on the chair,her coat is on a chair,Her coat is on the chair
9l3ch0loub,assets/list1/sounds/7.wav,american,assets/list1/pictures/whitelady3.png,white,the fire was very hot,the fire was very hot,The fire was very hot
9l3ch0loub,assets/list1/sounds/95.wav,british,assets/list1/pictures/whitelady1.png,white,the bus was moving fast,the bus leaves before the train,The bus was moving fast
9l3ch0loub,assets/list1/sounds/13.wav,american,assets/list1/pictures/whitelady1.png,white,the family likes fish,the family likes fish,The family likes fish
9l3ch0loub,assets/list1/sounds/56.wav,indian,assets/list1/pictures/whitelady3.png,white,he wants to go,the lady washed the shirt,He wants to go
9l3ch0loub,assets/list1/sounds/66.wav,american,assets/list1/pictures/whitelady3.png,white,the milk was by the front door,the milk was by the front door,The milk was by the front door
9l3ch0loub,assets/list1/sounds/82.wav,british,assets/list1/pictures/whitelady3.png,white,mother cut the birthday cake,mother cut the birthday cake,Mother cut the birthday cake
9l3ch0loub,assets/list1/sounds/109.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the boy broke the window,the ball broke the window,The boy broke the window
9l3ch0loub,assets/list1/sounds/71.wav,american,assets/list1/pictures/whitelady1.png,white,the boy didn't answer,the boy did a handstand,The boy didn't answer
9l3ch0loub,assets/list1/sounds/60.wav,indian,assets/list1/pictures/whitelady3.png,white,the girl did not,the dog came home at last,The girl did not
9l3ch0loub,assets/list1/sounds/21.wav,british,assets/list1/pictures/southasianlady1.png,south asian,she threw her purse in the trash,she found her purse in the trash,She threw her purse in the trash
9l3ch0loub,assets/list1/sounds/69.wav,american,assets/list1/pictures/southasianlady1.png,south asian,she lost her credit card,she lost her credit card,She lost her credit card
9l3ch0loub,assets/list1/sounds/106.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the fire broke,the firetruck is coming,The fire broke
9l3ch0loub,assets/list1/sounds/33.wav,british,assets/list1/pictures/whitelady1.png,white,she held her breathe,swimmers can hold their breath,She held her breathe
9l3ch0loub,assets/list1/sounds/6.wav,american,assets/list1/pictures/whitelady3.png,white,somebody stole the money,somebody stole the money,Somebody stole the money
9l3ch0loub,assets/list1/sounds/52.wav,indian,assets/list1/pictures/whitelady3.png,white,the boy is late,a towel is near the sink,The boy is late
9l3ch0loub,assets/list1/sounds/49.wav,indian,assets/list1/pictures/whitelady1.png,white,the way,the policemen know the way,The way
9l3ch0loub,assets/list1/sounds/117.wav,indian,assets/list1/pictures/whitelady3.png,white,the girl was,the cow is milked every day,The girl was
9l3ch0loub,assets/list1/sounds/77.wav,american,assets/list1/pictures/whitelady1.png,white,the milk is in the kitchen,the milk is in a pitcher,The milk is in the kitchen
9l3ch0loub,assets/list1/sounds/110.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,there was a bad,the was a bad train wreck,There was a bad
9l3ch0loub,assets/list1/sounds/108.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the baby wants his water,the baby wants his bottle,The baby wants his water
9l3ch0loub,assets/list1/sounds/107.wav,indian,assets/list1/pictures/whitelady3.png,white,mother go to the hospital,mother got a sauce pan,Mother go to the hospital
9l3ch0loub,assets/list1/sounds/88.wav,british,assets/list1/pictures/southasianlady1.png,south asian,someone is at the window,someone is crossing the road,Someone is at the window
9l3ch0loub,assets/list1/sounds/111.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the radar dropped,the waiter brought the cream,The radar dropped
9l3ch0loub,assets/list1/sounds/63.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the dog played with a stick,the dog played with a stick,The dog played with a stick
9l3ch0loub,assets/list1/sounds/93.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the doctor changed,the dog is chasing the cat,The doctor changed
9l3ch0loub,assets/list1/sounds/36.wav,british,assets/list1/pictures/whitelady1.png,white,is expensive,the food is expensive,Is expensive
9l3ch0loub,assets/list1/sounds/74.wav,american,assets/list1/pictures/whitelady3.png,white,he waited for an hour,they waited for an hour,He waited for an hour
9l3ch0loub,assets/list1/sounds/42.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,shopping,they're shopping for school clothes,Shopping
9l3ch0loub,assets/list1/sounds/12.wav,american,assets/list1/pictures/whitelady1.png,white,the towel fell on the floor,the towel fell on the floor,The towel fell on the floor
9l3ch0loub,assets/list1/sounds/81.wav,british,assets/list1/pictures/whitelady1.png,white,the ball bounced very high,the ball bounced very high,The ball bounced very high
9l3ch0loub,assets/list1/sounds/104.wav,indian,assets/list1/pictures/whitelady3.png,white,healthy,sugar is very sweet,Healthy
9l3ch0loub,assets/list1/sounds/53.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the flowers grew in the farm,flowers can grow in the pot,The flowers grew in the farm
9l3ch0loub,assets/list1/sounds/43.wav,indian,assets/list1/pictures/whitelady3.png,white,there is no one inside,they're playing in the park,There is no one inside
9l3ch0loub,assets/list1/sounds/54.wav,indian,assets/list1/pictures/whitelady3.png,white,the trane,he's skating with his friend,The trane
9l3ch0loub,assets/list1/sounds/5.wav,american,assets/list1/pictures/whitelady1.png,white,the player lost her shoe,the player lost a shoe,The player lost her shoe
9l3ch0loub,assets/list1/sounds/64.wav,american,assets/list1/pictures/whitelady1.png,white,the book tells a story,the book tells a story,The book tells a story
9l3ch0loub,assets/list1/sounds/23.wav,british,assets/list1/pictures/whitelady1.png,white,the children wait the train,the children waved at the train,The children wait the train
9l3ch0loub,assets/list1/sounds/115.wav,indian,assets/list1/pictures/whitelady1.png,white,the girl left for home,the girl is washing her hair,The girl left for home
9l3ch0loub,assets/list1/sounds/28.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the dog is easting something,the dog is eating some meat,The dog is easting something
9l3ch0loub,assets/list1/sounds/75.wav,american,assets/list1/pictures/southasianlady1.png,south asian,they are shooting a photo,the shirts are in the closet,They are shooting a photo
9l3ch0loub,assets/list1/sounds/73.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the young people are dancing,the young people are dancing,The young people are dancing
9l3ch0loub,assets/list1/sounds/85.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the kitchen was,the kitchen clock was wrong,The kitchen was
9l3ch0loub,assets/list1/sounds/97.wav,british,assets/list1/pictures/whitelady3.png,white,the bag fell in the shower,the bag fell off the shelf,The bag fell in the shower
9l3ch0loub,assets/list1/sounds/105.wav,indian,assets/list1/pictures/whitelady1.png,white,are laughing,the two children are laughing,are laughing
9l3ch0loub,assets/list1/sounds/9.wav,american,assets/list1/pictures/whitelady1.png,white,the picture came from a book,the picture came from a book,The picture came from a book
9l3ch0loub,assets/list1/sounds/119.wav,indian,assets/list1/pictures/whitelady3.png,white,he has drinking problem,they are drinking coffee,He has drinking problem
9l3ch0loub,assets/list1/sounds/92.wav,british,assets/list1/pictures/whitelady3.png,white,he is washing his hands with soap,he's washing his face with soap,He is washing his hands with soap
9l3ch0loub,assets/list1/sounds/113.wav,indian,assets/list1/pictures/whitelady1.png,white,is sick,the apple pie is good,Is sick
9l3ch0loub,assets/list1/sounds/11.wav,american,assets/list1/pictures/whitelady3.png,white,the pig slept on the ground,the paint dripped on the ground,The pig slept on the ground
9l3ch0loub,assets/list1/sounds/18.wav,american,assets/list1/pictures/southasianlady1.png,south asian,he hanged up his raincoat,he hung up his raincoat.,He hanged up his raincoat
9l3ch0loub,assets/list1/sounds/15.wav,american,assets/list1/pictures/whitelady1.png,white,he's grew lots of vegetables,he grew lots of vegetables,He's grew lots of vegetables
9l3ch0loub,assets/list1/sounds/76.wav,american,assets/list1/pictures/whitelady1.png,white,he watched the scary movie,they watched the scary movie,He watched the scary movie
9l3ch0loub,assets/list1/sounds/90.wav,british,assets/list1/pictures/whitelady1.png,white,the cat lay on the bag,the cat lay on the bed,The cat lay on the bag
9l3ch0loub,assets/list1/sounds/57.wav,indian,assets/list1/pictures/whitelady1.png,white,he sits on the floor,she took off her fur coat,He sits on the floor
9l3ch0loub,assets/list1/sounds/114.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the dog is freed,the jelly jar was full,The dog is freed
9l3ch0loub,assets/list1/sounds/2.wav,american,assets/list1/pictures/whitelady1.png,white,the wife helped her husband,the wife helped her husband,The wife helped her husband
9l3ch0loub,assets/list1/sounds/78.wav,american,assets/list1/pictures/whitelady3.png,white,the tractor left the road,the truck drove up the road,The tractor left the road
9l3ch0loub,assets/list1/sounds/84.wav,british,assets/list1/pictures/southasianlady1.png,south asian,he is sitting near the window,she stood near the window,He is sitting near the window
9l3ch0loub,assets/list1/sounds/99.wav,british,assets/list1/pictures/whitelady3.png,white,they wanted some avocados,they wanted some potatoes,They wanted some avocados
9l3ch0loub,assets/list1/sounds/4.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the shoes were very dirty,the shoes were very dirty,The shoes were very dirty
9l3ch0loub,assets/list1/sounds/80.wav,american,assets/list1/pictures/whitelady1.png,white,a letter fell on the floor,a letter fell on the floor,A letter fell on the floor
9l3ch0loub,assets/list1/sounds/16.wav,american,assets/list1/pictures/whitelady1.png,white,she argues with her sister,she argues with her sister,She argues with her sister
9l3ch0loub,assets/list1/sounds/32.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the family bought a house,the family bought a house,The family bought a house
9l3ch0loub,assets/list1/sounds/20.wav,american,assets/list1/pictures/whitelady3.png,white,the mother heard the baby,the mother heard the baby,The mother heard the baby
9l3ch0loub,assets/list1/sounds/70.wav,american,assets/list1/pictures/whitelady3.png,white,the team trained well,the team is playing well,The team trained well
9l3ch0loub,assets/list1/sounds/116.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the girl played with the baby,the girl played with the baby,The girl played with the baby
9l3ch0loub,assets/list1/sounds/61.wav,american,assets/list1/pictures/whitelady1.png,white,the heard a funny noise,they heard a funny noise,The heard a funny noise
9l3ch0loub,assets/list1/sounds/83.wav,british,assets/list1/pictures/whitelady3.png,white,the football game is over,the football game is over,The football game is over
9l3ch0loub,assets/list1/sounds/31.wav,british,assets/list1/pictures/whitelady3.png,white,the painter uses a brush,the painter uses a brush,The painter uses a brush
9l3ch0loub,assets/list1/sounds/37.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the children are now walking home,the children are walking home,The children are now walking home
9l3ch0loub,assets/list1/sounds/100.wav,british,assets/list1/pictures/whitelady1.png,white,the knocked on the window,they knocked on the window,The knocked on the window
9l3ch0loub,assets/list1/sounds/8.wav,american,assets/list1/pictures/whitelady1.png,white,he is drinking from a cup,she's drinking from her own cup,He is drinking from a cup
9l3ch0loub,assets/list1/sounds/101.wav,indian,assets/list1/pictures/whitelady1.png,white,school doors are closed,school got out early today,School doors are closed
9l3ch0loub,assets/list1/sounds/55.wav,indian,assets/list1/pictures/whitelady3.png,white,the tail,the janitor swept the floor,The tail
9l3ch0loub,assets/list1/sounds/41.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the house has nine bedrooms,the house had nine bedrooms,The house has nine bedrooms
9l3ch0loub,assets/list1/sounds/19.wav,american,assets/list1/pictures/whitelady1.png,white,the mailman brought a letter,the mailman brought a letter,The mailman brought a letter
9l3ch0loub,assets/list1/sounds/10.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the car is going too fast,the car is going too fast,The car is going too fast
9l3ch0loub,assets/list1/sounds/120.wav,indian,assets/list1/pictures/whitelady3.png,white,he climbed up the ladder,he climbed up the ladder,He climbed up the ladder
9l3ch0loub,assets/list1/sounds/44.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,tree,rain is good for trees,Tree
9l3ch0loub,assets/list1/sounds/45.wav,indian,assets/list1/pictures/whitelady1.png,white,he sat on the window,they sat on a wooden bench,He sat on the window
9l3ch0loub,assets/list1/sounds/94.wav,british,assets/list1/pictures/whitelady1.png,white,the milkman drives a small truck,the milkman drives a small truck,The milkman drives a small truck
9l3ch0loub,assets/list1/sounds/68.wav,american,assets/list1/pictures/whitelady3.png,white,the new road is on the map,the new road is on the map,The new road is on the map
9l3ch0loub,assets/list1/sounds/112.wav,indian,assets/list1/pictures/whitelady3.png,white,the billboard in on the road,the teapot is very hot,The billboard in on the road
9l3ch0loub,assets/list1/sounds/79.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the tall man tied the shoes,the tall man tied his shoes,the tall man tied the shoes
9l3ch0loub,assets/list1/sounds/98.wav,british,assets/list1/pictures/whitelady3.png,white,welcome,they are coming for dinner,Welcome
9l3ch0loub,assets/list1/sounds/17.wav,american,assets/list1/pictures/whitelady1.png,white,the kitchen window was big,the kitchen window was clean,The kitchen window was big
9l3ch0loub,assets/list1/sounds/58.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the man walked,the match boxes are empty,The man walked
9l3ch0loub,assets/list1/sounds/65.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the messenger was,the matches are on a shelf,The messenger was
9l3ch0loub,assets/list1/sounds/47.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the baby,the baby slept all night,The baby
9l3ch0loub,assets/list1/sounds/35.wav,british,assets/list1/pictures/whitelady1.png,white,they are pushing an old car,they're pushing an old car,They are pushing an old car
9l3ch0loub,assets/list1/sounds/40.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the ball is in the basket,the dog sleeps in a basket,The ball is in the basket
9l3ch0loub,assets/list1/sounds/3.wav,american,assets/list1/pictures/whitelady1.png,white,big dogs can be dangerous,big dogs can be dangerous,Big dogs can be dangerous
9l3ch0loub,assets/list1/sounds/46.wav,indian,assets/list1/pictures/whitelady1.png,white,the guy run,the children drank some fresh milk,The guy run
9l3ch0loub,assets/list1/sounds/25.wav,british,assets/list1/pictures/whitelady3.png,white,the girl was fixing her dress,the girl is fixing her dress,The girl was fixing her dress
9l3ch0loub,assets/list1/sounds/118.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,he called an ambulance,they called an ambulance,He called an ambulance
9l3ch0loub,assets/list1/sounds/30.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the road goes up a hill,the road goes up a hill,The road goes up a hill
9l3ch0loub,assets/list1/sounds/51.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the boy,the boy is running away,The boy
9l3ch0loub,assets/list1/sounds/1.wav,american,assets/list1/pictures/southasianlady1.png,south asian,a boy fell from the window,a boy fell from the window,A boy fell from the window
9l3ch0loub,assets/list1/sounds/22.wav,british,assets/list1/pictures/whitelady3.png,white,the table has three legs,the table has three legs,The table has three legs
9l3ch0loub,assets/list1/sounds/48.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the child played outside,the salt shaker is empty,The child played outside
9l3ch0loub,assets/list1/sounds/14.wav,american,assets/list1/pictures/whitelady3.png,white,the bananas are too ripe,the bananas are too ripe,The bananas are too ripe
9l3ch0loub,assets/list1/sounds/89.wav,british,assets/list1/pictures/whitelady3.png,white,she needed a husband,she uses her spoon to eat,She needed a husband
77luy3evsx,assets/list1/sounds/43.wav,indian,assets/list1/pictures/whitelady1.png,white,they're playing inside,they're playing in the park,They're playing inside
77luy3evsx,assets/list1/sounds/1.wav,american,assets/list1/pictures/whitelady1.png,white,a boy fell from the window,a boy fell from the window,A boy fell from the window
77luy3evsx,assets/list1/sounds/95.wav,british,assets/list1/pictures/whitelady3.png,white,the basket fell from the tree,the bus leaves before the train,The basket fell from the tree
77luy3evsx,assets/list1/sounds/106.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the fire truck is coming,the firetruck is coming,The fire truck is coming
77luy3evsx,assets/list1/sounds/12.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the towel fell on the florr,the towel fell on the floor,The towel fell on the florr
77luy3evsx,assets/list1/sounds/88.wav,british,assets/list1/pictures/whitelady1.png,white,someone is crossing the road,someone is crossing the road,Someone is crossing the road
77luy3evsx,assets/list1/sounds/67.wav,american,assets/list1/pictures/whitelady3.png,white,the broom was in the corner,the broom was in the corner,The broom was in the corner
77luy3evsx,assets/list1/sounds/117.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the sky was blue everyday,the cow is milked every day,The sky was blue everyday
77luy3evsx,assets/list1/sounds/54.wav,indian,assets/list1/pictures/whitelady1.png,white,he's skipping the line,he's skating with his friend,He's skipping the line
77luy3evsx,assets/list1/sounds/112.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the people are very high,the teapot is very hot,The people are very high
77luy3evsx,assets/list1/sounds/70.wav,american,assets/list1/pictures/whitelady1.png,white,the team is playing well,the team is playing well,The team is playing well
77luy3evsx,assets/list1/sounds/100.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the knocked on the window,they knocked on the window,The knocked on the window
77luy3evsx,assets/list1/sounds/74.wav,american,assets/list1/pictures/southasianlady1.png,south asian,they waited for an hour,they waited for an hour,They waited for an hour
77luy3evsx,assets/list1/sounds/40.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the doll sits in a basket,the dog sleeps in a basket,The doll sits in a basket
77luy3evsx,assets/list1/sounds/87.wav,british,assets/list1/pictures/whitelady1.png,white,they had a shopping bag,they carried some shopping bags,They had a shopping bag
77luy3evsx,assets/list1/sounds/114.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the jelly jar was closed,the jelly jar was full,The jelly jar was closed
77luy3evsx,assets/list1/sounds/47.wav,indian,assets/list1/pictures/whitelady1.png,white,the bird flew high up,the baby slept all night,The bird flew high up
77luy3evsx,assets/list1/sounds/41.wav,indian,assets/list1/pictures/whitelady3.png,white,the house had nine bedrooms,the house had nine bedrooms,The house had nine bedrooms
77luy3evsx,assets/list1/sounds/22.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the table has three legs,the table has three legs,The table has three legs
77luy3evsx,assets/list1/sounds/24.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the coat is on the chair,her coat is on a chair,The coat is on the chair
77luy3evsx,assets/list1/sounds/103.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the boy ran away form schools,the boy ran away from school,The boy ran away form schools
77luy3evsx,assets/list1/sounds/14.wav,american,assets/list1/pictures/whitelady1.png,white,the bananas are too ripe,the bananas are too ripe,The bananas are too ripe
77luy3evsx,assets/list1/sounds/11.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the paint dripped on the ground,the paint dripped on the ground,The paint dripped on the ground
77luy3evsx,assets/list1/sounds/48.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the toys are open,the salt shaker is empty,The toys are open
77luy3evsx,assets/list1/sounds/5.wav,american,assets/list1/pictures/southasianlady1.png,south asian,the player lost a shoe,the player lost a shoe,The player lost a shoe
77luy3evsx,assets/list1/sounds/92.wav,british,assets/list1/pictures/whitelady1.png,white,he's washing his face with soap,he's washing his face with soap,He's washing his face with soap
77luy3evsx,assets/list1/sounds/81.wav,british,assets/list1/pictures/whitelady3.png,white,the ball bounced really high,the ball bounced very high,The ball bounced really high
77luy3evsx,assets/list1/sounds/96.wav,british,assets/list1/pictures/whitelady3.png,white,the baby has green eyes,the baby has blue eyes,The baby has green eyes
77luy3evsx,assets/list1/sounds/21.wav,british,assets/list1/pictures/whitelady3.png,white,she found her purse in the trash,she found her purse in the trash,She found her purse in the trash
77luy3evsx,assets/list1/sounds/8.wav,american,assets/list1/pictures/whitelady1.png,white,she's drinking from her own cup,she's drinking from her own cup,She's drinking from her own cup
77luy3evsx,assets/list1/sounds/46.wav,indian,assets/list1/pictures/whitelady3.png,white,she found all the dishes,the children drank some fresh milk,She found all the dishes
77luy3evsx,assets/list1/sounds/32.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the family bought a house,the family bought a house,The family bought a house
77luy3evsx,assets/list1/sounds/118.wav,indian,assets/list1/pictures/whitelady1.png,white,they called an ambulance,they called an ambulance,They called an ambulance
77luy3evsx,assets/list1/sounds/49.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the * is last again,the policemen know the way,The * is last again
77luy3evsx,assets/list1/sounds/17.wav,american,assets/list1/pictures/whitelady1.png,white,the kitchen window was clean,the kitchen window was clean,The kitchen window was clean
77luy3evsx,assets/list1/sounds/84.wav,british,assets/list1/pictures/whitelady1.png,white,she' stood in the window,she stood near the window,She' stood in the window
77luy3evsx,assets/list1/sounds/110.wav,indian,assets/list1/pictures/whitelady1.png,white,there was a bad penguin,the was a bad train wreck,There was a bad penguin
77luy3evsx,assets/list1/sounds/76.wav,american,assets/list1/pictures/southasianlady1.png,south asian,they watched the scary movie,they watched the scary movie,They watched the scary movie
77luy3evsx,assets/list1/sounds/65.wav,american,assets/list1/pictures/whitelady3.png,white,the matches are on the shelf,the matches are on a shelf,The matches are on the shelf
77luy3evsx,assets/list1/sounds/116.wav,indian,assets/list1/pictures/whitelady1.png,white,the girl played with the baby,the girl played with the baby,The girl played with the baby
77luy3evsx,assets/list1/sounds/28.wav,british,assets/list1/pictures/southasianlady1.png,south asian,the dog is eating something,the dog is eating some meat,The dog is eating something
77luy3evsx,assets/list1/sounds/79.wav,american,assets/list1/pictures/whitelady3.png,white,the tall man tied his shoes,the tall man tied his shoes,The tall man tied his shoes
77luy3evsx,assets/list1/sounds/99.wav,british,assets/list1/pictures/whitelady1.png,white,they wanted some potatoes,they wanted some potatoes,They wanted some potatoes
77luy3evsx,assets/list1/sounds/50.wav,indian,assets/list1/pictures/whitelady3.png,white,the bucket is left over there,the buckets fill up quickly,The bucket is left over there
77luy3evsx,assets/list1/sounds/52.wav,indian,assets/list1/pictures/whitelady3.png,white,the diary is near the bed,a towel is near the sink,The diary is near the bed
77luy3evsx,assets/list1/sounds/10.wav,american,assets/list1/pictures/whitelady1.png,white,the car is going too fast,the car is going too fast,The car is going too fast
77luy3evsx,assets/list1/sounds/58.wav,indian,assets/list1/pictures/whitelady1.png,white,the match fell on the window,the match boxes are empty,the match fell on the window
77luy3evsx,assets/list1/sounds/72.wav,american,assets/list1/pictures/whitelady3.png,white,they took some food outside,they took some food outside,they took some food outside
77luy3evsx,assets/list1/sounds/9.wav,american,assets/list1/pictures/whitelady1.png,white,the picture came from a book,the picture came from a book,the picture came from a book
77luy3evsx,assets/list1/sounds/36.wav,british,assets/list1/pictures/whitelady3.png,white,the shirt is expensive,the food is expensive,the shirt is expensive
77luy3evsx,assets/list1/sounds/98.wav,british,assets/list1/pictures/whitelady1.png,white,they're coming for dinner,they are coming for dinner,they're coming for dinner
77luy3evsx,assets/list1/sounds/25.wav,british,assets/list1/pictures/whitelady3.png,white,the girl was fixing her dress,the girl is fixing her dress,the girl was fixing her dress
77luy3evsx,assets/list1/sounds/13.wav,american,assets/list1/pictures/whitelady1.png,white,the family likes fish,the family likes fish,the family likes fish
77luy3evsx,assets/list1/sounds/57.wav,indian,assets/list1/pictures/whitelady1.png,white,she put on her favorite dress,she took off her fur coat,she put on her favorite dress
77luy3evsx,assets/list1/sounds/105.wav,indian,assets/list1/pictures/southasianlady1.png,south asian,the people there are laughing,the two children are laughing,the people there are laughing
